0.909190571	214
0.909207983	156
0.909066707	154
0.909114154	198
0.90901415	61
0.90911803	136
0.909079565	218
0.908882195	426
0.908906244	54
0.908950693	299
0.908976727	77
0.90900204	435
0.908843987	199
0.908762305	91
0.908713039	473
0.908737416	55
0.908710673	430
0.908542881	81
0.908617115	494
0.908655494	406
0.908650552	504
0.908479166	64
0.908558432	189
0.90842804	233
0.908517115	41
0.908411391	145
0.908349899	289
0.908281651	153
0.908274888	146
0.908277985	335
0.908253905	11
0.908270471	14
0.908350185	40
0.908150863	277
0.908162711	462
0.908145836	402
0.908287091	405
0.908220173	133
0.908123735	385
0.908274936	27
0.908315717	135
0.908054905	398
0.908175965	9
0.908208452	36
0.90821445	316
0.90803516	248
0.907632966	220
0.907852564	271
0.907633588	128
0.90776362	260
0.907815653	253
0.90767857	62
0.907615147	16
0.907755715	92
0.907638562	436
0.907623	32
0.907390353	149
0.907560992	221
0.907538326	125
0.907394508	231
0.907602621	326
0.907552605	98
0.90739336	307
0.907574099	244
0.907767037	97
0.907579475	80
0.907368097	369
0.907309486	49
0.907415272	413
0.907408901	167
0.907385326	176
0.907432247	276
0.906980206	163
0.907229446	291
0.90725614	212
0.90714804	5
0.907125584	59
0.907240696	360
0.907404222	306
0.907148569	95
0.907326226	126
0.907240255	1
0.907805772	8
0.907698956	242
0.907749775	340
0.907634828	130
0.907691657	453
0.907569055	173
0.907766457	193
0.907842808	143
0.907598549	209
0.907512819	96
0.907476921	180
0.907879317	387
0.907795565	451
0.9078585	438
0.907769775	144
0.907868893	25
0.907695653	75
0.907770943	178
0.90779719	303
0.907555675	429
0.907692325	17
0.907841109	359
0.907651861	252
0.90775535	172
0.907979434	419
0.907705556	324
0.907575675	227
0.907651418	347
0.90743006	379
0.907475706	295
0.907533116	45
0.907752369	195
0.907556613	290
0.907509199	343
0.907421223	235
0.907545964	491
0.907577259	47
0.907392778	224
0.907259627	30
0.907291732	232
0.907321937	384
0.9075063	309
0.907055314	320
0.907170675	86
0.907412701	217
0.907185741	159
0.907204089	261
0.906983221	161
0.907164149	345
0.906942822	342
0.906914933	401
0.907726266	20
0.90759665	208
0.907513567	123
0.90749853	296
0.908125862	455
0.907962378	28
0.907813311	353
0.907924589	44
0.907838749	150
0.907703909	181
0.907873792	334
0.907687465	24
0.907862769	365
0.907571018	33
0.907338539	269
0.907500702	317
0.90751869	73
0.907401232	216
0.907735013	258
0.907422174	191
0.907505498	99
0.907413282	247
0.907154809	210
0.90746672	201
0.90718979	392
0.908006489	170
0.907514411	313
0.907642522	275
0.90722766	137
0.907208675	443
0.907506819	192
0.907316301	240
0.907175954	206
0.907567317	333
0.907343382	104
0.907266455	468
0.907310281	314
0.906877305	262
0.90724387	234
0.907221568	441
0.907320007	140
0.907394831	294
0.906818851	350
0.90711614	293
0.906899417	323
0.907216893	339
0.907193681	357
0.907402785	503
0.907142764	43
0.907389825	13
0.906755345	204
0.906876606	171
0.906679249	444
0.907072929	288
0.906989241	109
0.906658267	321
0.907385945	205
0.907045644	65
0.907240719	351
0.906782041	502
0.906677607	420
0.906873662	486
0.906869112	23
0.907031833	456
0.906678715	302
0.90705043	160
0.906982151	35
0.907237457	29
0.907349937	230
0.907692821	203
0.907669216	416
0.90779949	26
0.90781164	408
0.907919198	287
0.907442224	215
0.908236421	213
0.908338899	66
0.908198141	297
0.908334121	182
0.908034889	479
0.908439859	386
0.908171675	396
0.908205571	53
0.908219105	366
0.908045756	465
0.907949633	286
0.907854595	18
0.908377077	46
0.908578536	151
0.908264572	256
0.908594156	225
0.908221587	328
0.908322286	71
0.908578816	399
0.907894231	349
0.907933963	162
0.908382488	331
0.907866309	3
0.90807374	267
0.90856104	285
0.908458607	56
0.908241029	305
0.90789487	300
0.90772575	304
0.907876148	38
0.907634835	332
0.907627938	239
0.90818739	226
0.907848419	102
0.908144912	185
0.907677324	255
0.907759601	341
0.907802395	60
0.907569341	311
0.907872132	378
0.907389654	325
0.908204501	344
0.9075346	292
0.907865589	246
0.908023531	207
0.90766601	498
0.907700252	312
0.907628742	434
0.907828999	272
0.907678416	449
0.907744953	448
0.90774954	389
0.907543325	407
0.907638231	301
0.907627088	315
0.907929409	257
0.907621422	7
0.908318608	450
0.908059775	348
0.907859105	84
0.908049002	421
0.908186879	37
0.907490537	236
0.90831268	42
0.9077287	200
0.909005782	2
0.908595947	445
0.908456035	119
0.908036221	363
0.908159388	493
0.908214577	68
0.908923965	108
0.908200074	121
0.908510441	31
0.90836626	400
0.907957117	263
0.908355955	439
0.908508697	100
0.908113407	411
0.908165898	197
0.908411566	414
0.908370124	241
0.908385993	94
0.90919161	282
0.909027508	155
0.908661999	39
0.908561921	15
0.908298299	373
0.90866327	403
0.908633119	245
0.908609312	251
0.909049065	268
0.908968089	485
0.908635127	409
0.908677329	12
0.909194276	222
0.909241194	266
0.909155135	117
0.908929534	122
0.909073826	368
0.909301	361
0.910158126	367
0.908945922	48
0.909133132	132
0.90886916	196
0.908622203	336
0.908693838	280
0.909441941	238
0.909283932	433
0.909284362	273
0.908717579	21
0.908633681	4
0.908606893	318
0.909863349	229
0.908629178	470
0.908815467	22
0.90903642	93
0.9087303	488
0.909524553	259
0.90979179	168
0.909491306	165
0.908932254	120
0.909159691	415
0.909499171	355
0.909159927	129
0.909777939	265
0.908232661	142
0.909151067	364
0.908946778	57
0.908819496	472
0.909997926	174
0.909708858	423
0.908877103	283
0.909103194	346
0.910417263	175
0.908850005	177
0.908707121	124
0.909070062	337
0.909783996	101
0.909864747	310
0.910276499	138
0.90992848	115
0.909294214	114
0.909770215	69
0.909068704	116
0.910200295	67
0.909941728	274
0.909518639	58
0.910328504	106
0.908797974	70
0.909768627	107
0.909510364	147
0.909211946	52
0.910034064	76
0.909895865	148
0.909793662	79
0.910008915	105
0.910649984	83
0.909809238	85
0.911181906	103
0.911622691	112
0.911286909	467
0.910928869	237
0.910553444	475
0.910680275	88
